ID,Accession,Country,Latitude,Longitude
88,CYR,France,47.4,0.683333
108,LDV-18,France,48.5167,-4.06667
139,LDV-46,France,48.5167,-4.06667
159,MAR2-3,France,47.35,3.93333
265,PYL-6,France,44.65,-1.16667
350,TOU-A1-88,France,46.6667,4.11667
351,TOU-A1-89,France,46.6667,4.11667
403,Zdarec3,Czech Republic,49.3667,16.2667
410,Doubravnik7,Czech Republic,49.4211,16.3497
424,Draha2,Czech Republic,49.4112,16.2815
428,Borky1,Czech Republic,49.403,16.232
430,Gr-1,Austria,47,15.5
470,BRR4,US,40.8313,-87.735
476,BRR12,US,40.8313,-87.735
484,BRR23,US,40.8313,-87.735
504,BRR57,US,40.8313,-87.735
506,BRR60,US,40.8313,-87.735
531,BRR107,US,40.8313,-87.735
544,LI-WP-039,US,40.9076,-73.2089
546,LI-WP-041,US,40.9076,-73.2089
628,LI-OF-061,US,40.7777,-72.9069
630,LI-OF-065,US,40.7777,-72.9069
680,LI-RR-096,US,40.9447,-72.8615
681,LI-RR-097,US,40.9447,-72.8615
685,LI-EF-011,US,40.9064,-73.1493
687,LI-EF-018,US,40.9064,-73.1493
728,LI-SET-019,US,40.9352,-73.114
742,LI-SET-036,US,40.9352,-73.114
763,Kar-1,Kyrgyzstan,42.3,74.3667
765,Sus-1,Kyrgyzstan,42.1833,73.4
766,Dja-1,Kyrgyzstan,42.5833,73.6333
768,Zal-1,Kyrgyzstan,42.8,76.35
772,Neo-6,Tajikistan,37.35,72.4667
801,KYC-33,US,37.9169,-84.4639
853,MIA-1,US,41.7976,-86.6691
854,MIA-5,US,41.7976,-86.6691
867,MIC-20,US,41.8266,-86.4366
868,MIC-24,US,41.8266,-86.4366
870,MIC-31,US,41.8266,-86.4366
915,LIN S-5,US,41.8972,-71.4378
932,CHA-41,US,42.3634,-71.1445
991,Ale-Stenar-41-1,Sweden,55.3833,14.05
992,Ale-Stenar-44-4,Sweden,55.3833,14.05
997,Ale-Stenar-56-14,Sweden,55.3833,14.05
1002,Ale-Stenar-64-24,Sweden,55.3833,14.05
1006,Ale-Stenar-77-31,Sweden,55.3833,14.05
1061,Brösarp-11-135,Sweden,55.7167,14.1333
1062,Brösarp-15-138,Sweden,55.7167,14.1333
1063,Brösarp-21-140,Sweden,55.7167,14.1333
1066,Brösarp-34-145,Sweden,55.7167,14.1333
1070,Brösarp-45-153,Sweden,55.7167,14.1333
1158,Aledal-6-49,Sweden,56.7,16.5167
1166,Aledal-14-73,Sweden,56.7,16.5167
1254,Tos-82-387,Sweden,59.4333,17.0167
1257,Tos-95-393,Sweden,59.4333,17.0167
1313,Ängsö-59-422,Sweden,59.5667,16.8667
1317,Ängsö-74-430,Sweden,59.5667,16.8667
1552,Sku-30,Sweden,63.0833,18.3667
1612,Brn-10,US,41.9,-86.583
1622,Brn-24,US,41.9,-86.583
1651,DuckLkSP38,US,43.3431,-86.4045
1652,DuckLkSP40,US,43.3431,-86.4045
1676,Haz-2,US,41.879,-86.607
1684,Haz-10,US,41.879,-86.607
1739,KBS-Mac-68,US,42.405,-85.398
1741,KBS-Mac-74,US,42.405,-85.398
1756,Ker-4,US,42.184,-86.358
1757,Ker-5,US,42.184,-86.358
1793,L-R-5,US,41.847,-86.67
1797,L-R-10,US,41.847,-86.67
1819,Lak-12,US,41.8,-86.67
1820,Lak-13,US,41.8,-86.67
1829,Mdn-1,US,42.051,-86.509
1834,Mdn-8,US,42.051,-86.509
1835,Mdn-10,US,42.051,-86.509
1851,MNF-Pot-10,US,43.595,-86.2657
1852,MNF-Pot-15,US,43.595,-86.2657
1853,MNF-Pot-21,US,43.595,-86.2657
1872,MNF-Pot-75,US,43.595,-86.2657
1890,MNF-Riv-21,US,43.5139,-86.1859
1925,MNF-Che-2,US,43.5251,-86.1843
1942,MNF-Che-47,US,43.5251,-86.1843
1943,MNF-Che-49,US,43.5251,-86.1843
1954,MNF-Jac-12,US,43.5187,-86.1739
2016,MNF-Pin-39,US,43.5356,-86.1788
2017,MNF-Pin-40,US,43.5356,-86.1788
2031,Map-8,US,42.166,-86.412
2053,Map-35,US,42.166,-86.412
2057,Map-42,US,42.166,-86.412
2081,MuskSP-68,US,43.2483,-86.3368
2091,MuskSP-83,US,43.2483,-86.3368
2106,MSGA-10,US,43.2749,-86.0891
2108,MSGA-12,US,43.2749,-86.0891
2141,MSGA-61,US,43.2749,-86.0891
2159,Paw-13,US,42.148,-86.431
2166,Paw-20,US,42.148,-86.431
2171,Paw-26,US,42.148,-86.431
2191,Pent-7,US,43.7623,-86.3929
2202,Pent-23,US,43.7623,-86.3929
2212,Pent-46,US,43.7623,-86.3929
2239,Riv-25,US,42.184,-86.382
2240,Riv-26,US,42.184,-86.382
2276,SLSP-31,US,43.665,-86.496
2278,SLSP-35,US,43.665,-86.496
2285,SLSP-69,US,43.665,-86.496
2286,SLSP-67,US,43.665,-86.496
2317,Ste-40,US,42.03,-86.514
2370,Yng-4,US,41.865,-86.646
2412,Yng-53,US,41.865,-86.646
4779,UKSW06-179,UK,50.4,-4.9
4807,UKSW06-207,UK,50.4,-4.9
4826,UKSW06-226,UK,50.4,-4.9
4840,UKSW06-240,UK,50.4,-4.9
4857,UKSW06-257,UK,50.3,-4.9
4884,UKSW06-285,UK,50.3,-4.9
4900,UKSW06-302,UK,50.3,-4.8
4939,UKSW06-341,UK,50.4,-4.7
4958,UKSW06-360,UK,50.5,-4.5
5023,UKSE06-118,UK,51.3,0.5
5104,UKSE06-252,UK,51.3,0.5
5151,UKSE06-325,UK,52.2,-1.7
5165,UKSE06-362,UK,51.3,0.4
5210,UKSE06-432,UK,51.2,0.3
5236,UKSE06-470,UK,51.2,0.4
5249,UKSE06-491,UK,51.2,0.3
5253,UKSE06-500,UK,51.1,0.6
5276,UKSE06-533,UK,51.3,1.1
5279,UKSE06-541,UK,51.3,1.1
5349,UKSE06-639,UK,51.1,0.4
5353,UKNW06-003,UK,54.5,-3
5395,UKNW06-102,UK,54.4,-3
5486,UKNW06-233,UK,54.6,-3.3
5577,UKNW06-403,UK,54.7,-3.4
5644,UKNW06-481,UK,54.4,-2.9
5651,UKNW06-488,UK,54.4,-2.9
5717,Bra-1,UK,54.6,-3.2
5718,UKID11,UK,57,-3.4
5720,Cal-2,UK,53.3,-1.6
5726,Cnt-1,UK,51.3,1.1
5741,For-2,UK,56.6,-4.1
5748,Kil-0,UK,56,-4.4
5757,Mc-1,UK,54.6,-2.3
5768,UKID63,UK,54.1,-1.5
5772,Set-1,UK,54.1,-2.3
5776,UKID71,UK,52.9,-1.3
5779,UKID74,UK,51,-3.1
5784,Ty-1,UK,56.4,-5.2
5798,UKID93,UK,53.1,-3.3
5800,UKID96,UK,57.4,-5.5
5811,UKID107,UK,52.9,-3.1
5822,UKID116,UK,56.7333,-5.98333
5830,App1-12,Sweden,56.3333,15.9667
5831,App1-14,Sweden,56.3333,15.9667
5832,App1-16,Sweden,56.3333,15.9667
5836,Boo2-3,Sweden,55.86,13.51
5837,Bor-1,Czech Republic,49.4013,16.2326
5856,Dör-10,Sweden,63.0167,17.4914
5860,Dra-3,Sweden,62.6814,18.0165
5865,Dra1-4,Sweden,55.76,14.12
5867,Dra2-1,Sweden,55.76,14.12
5874,DraII-6,Czech Republic,49.4112,16.2815
5890,DraIV 1-8,Czech Republic,49.4112,16.2815
5893,DraIV 1-11,Czech Republic,49.4112,16.2815
5907,DraIV 2-9,Czech Republic,49.4112,16.2815
5921,DraIV 3-7,Czech Republic,49.4112,16.2815
5950,DraIV 5-12,Czech Republic,49.4112,16.2815
5984,DraIV 6-13,Czech Republic,49.4112,16.2815
5993,DraIV 6-22,Czech Republic,49.4112,16.2815
6008,Duk,Czech Republic,49.1,16.2
6009,Eden-1,Sweden,62.877,18.177
6010,Eden-5,Sweden,62.877,18.177
6011,Eden-6,Sweden,62.877,18.177
6012,Eden-7,Sweden,62.877,18.177
6013,Eden-9,Sweden,62.877,18.177
6016,Eds-1,Sweden,62.9,18.4
6017,Eds-9,Sweden,62.9,18.4
6019,Fjä1-2,Sweden,56.06,14.29
6020,Fjä1-5,Sweden,56.06,14.29
6021,Fjä2-4,Sweden,56.06,14.29
6022,Fjä2-6,Sweden,56.06,14.29
6023,Fly2-1,Sweden,55.7509,13.3712
6024,Fly2-2,Sweden,55.7509,13.3712
6025,Gro-3,Sweden,62.6437,17.7339
6030,Grön-5,Sweden,62.806,18.1896
6034,Hov1-7,Sweden,56.1,13.74
6035,Hov1-10,Sweden,56.1,13.74
6036,Hov3-2,Sweden,56.1,13.74
6038,Hov3-5,Sweden,56.1,13.74
6039,Hovdala-2,Sweden,56.1,13.74
6040,Kni-1,Sweden,55.66,13.4
6041,Lis-3,Sweden,56.0328,14.775
6042,Lom1-1,Sweden,56.09,13.9
6043,Löv-1,Sweden,62.801,18.079
6046,Löv-5,Sweden,62.801,18.079
6064,Nyl-2,Sweden,62.9513,18.2763
6069,Nyl-7,Sweden,62.9513,18.2763
6070,Omn-1,Sweden,62.9308,18.3448
6071,Omn-5,Sweden,62.9308,18.3448
6073,ÖMö1-7,Sweden,56.1481,15.8155
6074,Ör-1,Sweden,56.4573,16.1308
6076,Rev-2,Sweden,55.6942,13.4504
6077,Rev-3,Sweden,55.6942,13.4504
6085,Sparta-1,Sweden,55.7097,13.2145
6086,Sr:3,Sweden,58.9,11.2
6087,Stu-2,Sweden,56.4666,16.1284
6088,Stu1-1,Sweden,56.4666,16.1284
6090,T1000,Sweden,55.6525,13.2197
6091,T1010,Sweden,55.6525,13.215
6092,T1020,Sweden,55.6514,13.2233
6094,T1040,Sweden,55.6494,13.2147
6095,T1050,Sweden,55.6486,13.2161
6096,T1060,Sweden,55.6472,13.2225
6097,T1070,Sweden,55.6481,13.2264
6098,T1080,Sweden,55.6561,13.2178
6099,T1090,Sweden,55.6575,13.2386
6100,T1110,Sweden,55.6,13.2
6101,T1120,Sweden,55.6,13.2
6102,T1130,Sweden,55.6,13.2
6104,T1160,Sweden,55.7,13.2
6105,T450,Sweden,55.7967,13.1211
6106,T460,Sweden,55.7931,13.1186
6107,T470,Sweden,55.7942,13.1222
6108,T480,Sweden,55.7989,13.1206
6109,T510,Sweden,55.7936,13.1233
6111,T530,Sweden,55.7989,13.1219
6112,T540,Sweden,55.7967,13.1044
6113,T550,Sweden,55.8078,13.1028
6114,T570,Sweden,55.8097,13.1342
6115,T580,Sweden,55.8,13.1367
6118,T610,Sweden,55.7,13.2
6119,T620,Sweden,55.7,13.2
6122,T670,Sweden,55.8364,13.3075
6123,T680,Sweden,55.8369,13.3033
6124,T690,Sweden,55.8378,13.3092
6125,T710,Sweden,55.8403,13.3106
6126,T720,Sweden,55.8411,13.3047
6128,T740,Sweden,55.8397,13.2881
6131,T780,Sweden,55.8369,13.3181
6132,T790,Sweden,55.8386,13.3186
6133,T800,Sweden,55.8364,13.2906
6134,T810,Sweden,55.8383,13.2906
6136,T840,Sweden,55.9336,13.5519
6137,T850,Sweden,55.9419,13.5603
6138,T860,Sweden,55.9403,13.5511
6140,T880,Sweden,55.9392,13.5539
6141,T890,Sweden,55.9414,13.5542
6142,T900,Sweden,55.9428,13.5558
6145,T930,Sweden,55.9497,13.5533
6148,T960,Sweden,55.9319,13.5508
6149,T970,Sweden,55.9281,13.5481
6150,T980,Sweden,55.9261,13.5319
6151,T990,Sweden,55.6528,13.2244
6153,TAA 03,Sweden,62.6425,17.7422
6154,TAA 04,Sweden,62.6422,17.7406
6163,TAA 14,Sweden,62.6425,17.7356
6166,TAA 17,Sweden,62.6425,17.7372
6169,TÅD 01,Sweden,62.8714,18.3447
6172,TÅD 04,Sweden,62.8717,18.3436
6173,TÅD 05,Sweden,62.8717,18.3419
6174,TÅD 06,Sweden,62.8719,18.3422
6177,TÄL 03,Sweden,62.6322,17.69
6180,TÄL 07,Sweden,62.6322,17.6906
6184,TBÖ 01,Sweden,62.8892,18.4522
6188,TDr-1,Sweden,55.7683,14.1386
6189,TDr-2,Sweden,55.7686,14.1383
6191,TDr-4,Sweden,55.7689,14.1375
6192,TDr-5,Sweden,55.7692,14.1369
6193,TDr-7,Sweden,55.7694,14.1347
6194,TDr-8,Sweden,55.7706,14.1342
6195,TDr-9,Sweden,55.7708,14.1342
6198,TDr-13,Sweden,55.7708,14.1331
6201,TDr-16,Sweden,55.7719,14.1211
6202,TDr-17,Sweden,55.7717,14.1206
6203,TDr-18,Sweden,55.7714,14.1208
6209,TEDEN 02,Sweden,62.8836,18.1842
6210,TEDEN 03,Sweden,62.8839,18.1836
6214,TFÄ 04,Sweden,63.0175,18.3281
6216,TFÄ 06,Sweden,63.0167,18.3283
6217,TFÄ 07,Sweden,63.0169,18.3283
6218,TFÄ 08,Sweden,63.0172,18.3283
6220,TGR 01,Sweden,62.806,18.1896
6221,TGR 02,Sweden,62.806,18.1896
6231,TNY 04,Sweden,62.96,18.2844
6235,TOM 01,Sweden,62.9611,18.3589
6237,TOM 03,Sweden,62.9619,18.35
6238,TOM 04,Sweden,62.9619,18.35
6240,TOM 06,Sweden,62.9622,18.35
6241,TOM 07,Sweden,62.9614,18.3608
6242,Tomegap-2,Sweden,55.7,13.2
6243,Tottarp-2,Sweden,56.27373,13.90045
6244,TRÄ 01,Sweden,62.9169,18.4728
6252,TV-4,Sweden,55.5796,14.3336
6255,TV-7,Sweden,55.5796,14.334
6258,TV-10,Sweden,55.5796,14.3336
6268,TV-22,Sweden,55.5796,14.3336
6276,TV-30,Sweden,55.5796,14.3336
6284,TV-38,Sweden,55.5796,14.3336
6296,UduI 1-11,Czech Republic,49.2771,16.6314
6390,UduI 3-36,Czech Republic,49.2771,16.6314
6396,UduI 4-9,Czech Republic,49.2771,16.6314
6413,Ull3-4,Sweden,56.06,13.97
6424,ZdrI 1-23,Czech Republic,49.3853,16.2544
6434,ZdrI 2-9,Czech Republic,49.3853,16.2544
6445,ZdrI 2-21,Czech Republic,49.3853,16.2544
6680,ANH-1,GER,51.85,6.4333
6739,CSHL-15,US,40.8585,-73.4675
6740,CSHL-17,US,40.8585,-73.4675
6744,CSHL-5,US,40.8585,-73.4675
6749,FM-10,US,42.4489,-76.5072
6750,FM-11,US,42.4489,-76.5072
6805,HS-12,US,42.373,-71.0627
6806,HS-17,US,42.373,-71.0627
6814,KNO-15,US,41.2816,-86.621
6830,Kz-13,Kazakhstan,49.5,73.1
6897,Ag-0,France,45,1.3
6898,An-1,Belgium,51.2167,4.4
6900,Bil-5,Sweden,63.324,18.484
6901,Bil-7,Sweden,63.324,18.484
6903,Bor-4,Czech Republic,49.4013,16.2326
6904,Br-0,Czech Republic,49.2,16.6166
6907,CIBC-17,UK,51.4083,-0.6383
6908,CIBC-5,UK,51.4083,-0.6383
6909,Col-0,US,38.3,-92.3
6911,Cvi-0,Cape Verde,15.1111,-23.6167
6913,Eden-2,Sweden,62.877,18.177
6915,Ei-2,GER,50.3,6.3
6917,Fäb-2,Sweden,63.0165,18.3174
6918,Fäb-4,Sweden,63.0165,18.3174
6919,Ga-0,GER,50.3,8
6920,Got-22,GER,51.5338,9.9355
6922,Gu-0,GER,50.3,8
6923,HR-10,UK,51.4083,-0.6383
6924,HR-5,UK,51.4083,-0.6383
6926,Kin-0,US,44.46,-85.37
6927,KNO-10,US,41.2816,-86.621
6929,Kondara,Tajikistan,38.48,68.49
6931,Kz-9,Kazakhstan,49.5,73.1
6932,Ler-1,GER,47.984,10.8719
6933,LL-0,Spain,41.59,2.49
6938,Ms-0,Russia,55.7522,37.6322
6940,Mz-0,GER,50.3,8.3
6943,NFA-10,UK,51.4083,-0.6383
6944,NFA-8,UK,51.4083,-0.6383
6945,Nok-3,NED,52.24,4.45
6951,Pu2-23,Czech Republic,49.42,16.36
6956,Pu2-7,Czech Republic,49.42,16.36
6957,Pu2-8,Czech Republic,49.42,16.36
6958,Ra-0,France,46,3.3
6959,Rennes-1,France,48.5,-1.41
6960,Rennes-11,France,48.5,-1.41
6961,Se-0,Spain,38.3333,-3.53333
6963,Sorbo,Tajikistan,38.35,68.48
6966,Sq-1,UK,51.4083,-0.6383
6967,Sq-8,UK,51.4083,-0.6383
6968,Tamm-2,Finland,60,23.5
6969,Tamm-27,Finland,60,23.5
6970,Ts-1,Spain,41.7194,2.93056
6971,Ts-5,Spain,41.7194,2.93056
6973,Ull2-3,Sweden,56.0648,13.9707
6974,Ull2-5,Sweden,56.0648,13.9707
6975,Uod-1,Austria,48.3,14.45
6976,Uod-7,Austria,48.3,14.45
6979,Wei-0,SUI,47.25,8.26
6981,Ws-2,Russia,52.3,30
6982,Wt-5,GER,52.3,9.3
6984,Zdr-1,Czech Republic,49.3853,16.2544
6986,Abd-0,UK,57.1539,-2.2207
6987,Ak-1,GER,48.0683,7.62551
6989,Alst-1,UK,54.8,-2.4333
6990,Amel-1,NED,53.448,5.73
6992,Ang-0,Belgium,50.3,5.3
6997,Appt-1,NED,51.8333,5.5833
7000,Aa-0,GER,50.9167,9.57073
7002,Baa-1,NED,51.3333,6.1
7003,Bs-1,SUI,47.5,7.5
7008,Benk-1,NED,52,5.675
7013,Bd-0,GER,52.4584,13.287
7014,Ba-1,UK,56.5459,-4.79821
7025,Bl-1,Italy,44.5041,11.3396
7026,Boot-1,UK,54.4,-3.2667
7028,Bch-1,GER,49.5166,9.3166
7031,Bsch-0,GER,50.0167,8.6667
7033,Buckhorn Pass,US,41.3599,-122.755
7036,Bu-0,GER,50.5,9.5
7058,Bur-0,Ireland,54.1,-6.2
7061,Cal-0,UK,53.2699,-1.64293
7062,Ca-0,GER,50.2981,8.26607
7063,Can-0,Spain,29.2144,-13.4811
7064,Cnt-1,UK,51.3,1.1
7067,Ct-1,Italy,37.3,15
7068,Cerv-1,Italy,42,12.1
7071,Chat-1,France,48.0717,1.33867
7072,Chi-0,Russia,53.7502,34.7361
7077,Co-1,POR,40.12,-8.25
7081,Co,POR,40.2077,-8.42639
7092,Com-1,France,49.416,2.823
7094,Da-0,GER,49.8724,8.65081
7096,Di-G,France,47.3239,5.04278
7102,Do-0,GER,50.7224,8.2372
7103,Dra-0,Czech Republic,49.4167,16.2667
7106,Dr-0,GER,51.051,13.7336
7107,Durh-1,UK,54.7761,-1.5733
7109,Ema-1,UK,51.3,0.5
7111,Edi-0,UK,55.9494,-3.16028
7117,El-0,GER,51.5105,9.68253
7119,En-2,GER,50,8.5
7120,En-D,GER,50,8.5
7125,Er-0,GER,49.5955,11.0087
7126,Es-0,Finland,60.1997,24.5682
7127,Est,Estonia,58.6656,24.9871
7130,Et-0,France,44.6447,2.56481
7133,Fr-2,GER,50.1102,8.6822
7138,Fi-0,GER,50.5,8.0167
7143,Gel-1,NED,51.0167,5.86667
7147,Gie-0,GER,50.584,8.67825
7158,Gr-5,Austria,47,15.5
7160,Gre-0,US,43.178,-85.2532
7161,Gd-1,GER,53.5,10.5
7162,Hs-0,GER,52.24,9.44
7163,Ha-0,GER,52.3721,9.73569
7164,Hau-0,DEN,55.675,12.5686
7165,Hn-0,GER,51.3472,8.28844
7169,Hh-0,GER,54.4175,9.88682
7177,Jm-0,Czech Republic,49,15
7181,Je-0,GER,50.927,11.587
7183,Kas-1,India,35,77
7186,Kn-0,Lithuania,54.8969,23.8924
7192,Kil-0,UK,55.6395,-5.66364
7199,Kl-5,GER,50.95,6.9666
7202,Kb-0,GER,50.1797,8.50861
7203,Krot-0,GER,49.631,11.5722
7207,Kyoto,Japan,35.0085,135.752
7208,Lan-0,UK,55.6739,-3.78181
7209,La-0,Poland,52.7333,15.2333
7213,Ler-0,GER,47.984,10.8719
7217,Lm-2,France,48,0.5
7218,Le-0,NED,52.1611,4.49015
7223,Li-2:1,GER,50.3833,8.0666
7231,Li-7,GER,50.3833,8.0666
7236,Litva,Lithuania,,
7244,Mnz-0,GER,50.001,8.26664
7248,Mv-0,US,41.3923,-70.6652
7250,Me-0,GER,51.9183,10.1138
7255,Mh-0,Poland,50.95,20.5
7258,Nw-0,GER,50.5,8.5
7268,Np-0,GER,52.6969,10.981
7273,No-0,GER,51.0581,13.2995
7276,Ob-0,GER,50.2,8.5833
7280,Old-1,GER,53.1667,8.2
7282,Or-0,GER,50.3827,8.01161
7287,Ove-0,GER,53.3422,8.42255
7288,Oy-0,Norway,60.385543,6.193019
7296,Petergof,Russia,59,29
7298,Pi-0,Austria,47.04,10.51
7305,Pt-0,GER,53.476,10.6065
7306,Pog-0,Canada,49.2655,-123.206
7307,Pn-0,France,48.0653,-2.96591
7314,Ragl-1,UK,54.3512,-3.41697
7316,Rhen-1,NED,51.9667,5.56667
7319,Rome-1,Italy,42,12.1
7320,Rou-0,France,49.4424,1.09849
7322,Rsch-4,Russia,56.3,34
7323,Rubezhnoe-1,Ukraine,49,38.28
7327,Sf-1,Spain,41.7833,3.03333
7328,Sf-2,Spain,41.7833,3.03333
7332,Seattle-0,US,47,-122.2
7333,Sei-0,Italy,46.5438,11.5614
7337,Si-0,GER,50.8738,8.02341
7342,Su-0,UK,53.6473,-3.00733
7343,Sp-0,GER,52.5339,13.181
7344,Sg-1,GER,47.6667,9.5
7346,Sten-0,GER,52.6058,11.8558
7347,Stw-0,Russia,52,36
7349,Ta-0,Czech Republic,49.5,14.5
7350,Tac-0,US,47.2413,-122.459
7353,Tha-1,NED,52.08,4.3
7354,Ting-1,Sweden,56.5,14.9
7356,Tol-0,US,41.6639,-83.5553
7358,Tol-2,US,41.6639,-83.5553
7359,Tol-3,US,41.6639,-83.5553
7372,Tscha-1,Austria,47.0748,9.9042
7373,Tsu-0,Japan,34.43,136.31
7377,Tul-0,US,43.2708,-85.2563
7378,Uk-1,GER,48.0333,7.7667
7382,Utrecht,NED,52.0918,5.1145
7383,Van-0,Canada,49.2655,-123.206
7384,Ven-1,NED,52.0333,5.55
7387,Vind-1,UK,54.9902,-2.3671
7394,Wa-1,Poland,52.3,21
7396,Ws-0.2,Russia,52.3,30
7404,Wc-1,GER,52.6,10.0667
7411,Wl-0,GER,47.9299,10.8134
7413,Wil-2,Lithuania,54.6833,25.3167
7415,Wu-0,GER,49.7878,9.9361
7416,Yo-0,US,37.45,-119.35
7417,Zu-0,SUI,47.3667,8.55
7418,Zu-1,SUI,47.3667,8.55
7419,Db-1,GER,50.3058,8.32213
7424,Jl-3,Czech Republic,49.2,16.6166
7427,Ko-2,DEN,,
7430,Nc-1,France,48.6167,6.25
7460,Da(1)-12,Czech Republic,,
7461,H55,Czech Republic,49,15
7471,RLD-1,UNK,,
7475,KEN,US,41.767,-72.677
7477,WAR,US,41.7302,-71.2825
7514,RRS-7,US,41.5609,-86.4251
7515,RRS-10,US,41.5609,-86.4251
7516,Vår2-1,Sweden,55.58,14.334
7517,Vår2-6,Sweden,55.58,14.334
7520,Lp2-2,Czech Republic,49.38,16.81
7521,Lp2-6,Czech Republic,49.38,16.81
7523,Pna-17,US,42.0945,-86.3253
7525,Rmx-A180,US,42.036,-86.511
7529,627RMX-1MN4,US,42.0333,-86.5128
7530,627RMX-1MN5,US,42.0333,-86.5128
7566,627ME-13Y1,US,42.093,-86.359
7568,627ME-1MI1,US,42.093,-86.359
7717,KNO1.37,US,41.273,-86.625
7757,KNO2.41,US,41.273,-86.625
7767,KNO2.54,US,41.273,-86.625
7917,PNA3.10,US,42.0945,-86.3253
7947,PNA3.40,US,42.0945,-86.3253
8037,PT1.52,US,41.3423,-86.7368
8057,PT1.85,US,41.3423,-86.7368
8077,PT2.21,US,41.3423,-86.7368
8132,RMX3.22,US,42.036,-86.511
8171,RMX4.118,US,42.036,-86.511
8214,Gy-0,France,49,2
8222,Lis-2,Sweden,56.0328,14.775
8227,THÖ 03,Sweden,62.7989,17.9103
8230,Algutsrum,Sweden,56.68,16.5
8231,Brö1-6,Sweden,56.3,16
8233,Dem-4,US,41.1876,-87.1923
8234,Gul1-2,Sweden,56.4606,15.8127
8235,Hod,Czech Republic,48.8,17.1
8236,HSm,Czech Republic,49.33,15.76
8237,Kävlinge-1,Sweden,55.8,13.1
8238,Kent,UK,51.15,0.4
8239,PHW-3,GER,51,7
8240,Kulturen-1,Sweden,55.705,13.196
8241,Liarum,Sweden,55.9473,13.821
8242,Lillö-1,Sweden,56.1494,15.7884
8243,PHW-2,Italy,43.7703,11.2547
8244,PHW-34,France,48.6103,2.3086
8246,NC-6,US,35,-79.18
8247,San-2,Sweden,56.07,13.74
8249,Vimmerby,Sweden,57.7,15.8
8256,Bå1-2,Sweden,56.4,12.9
8258,Bå4-1,Sweden,56.4,12.9
8259,Bå5-1,Sweden,56.4,12.9
8264,Bla-1,Spain,41.6833,2.8
8283,Dra3-1,Sweden,55.76,14.12
8284,DraII-1,Czech Republic,49.4112,16.2815
8285,DraIII-1,Czech Republic,49.4112,16.2815
8290,En-1,GER,50,8.5
8297,Ge-0,SUI,46.5,6.08
8306,Hov4-1,Sweden,56.1,13.74
8307,Hovdala-6,Sweden,56.1,13.74
8311,In-0,Austria,47.5,11.5
8312,Is-0,GER,50.5,7.5
8326,Lis-1,Sweden,56.0328,14.775
8334,Lu-1,Sweden,55.71,13.2
8335,Lund,Sweden,55.71,13.2
8337,Mir-0,Italy,44,12.37
8343,Na-1,France,47.5,1.5
