ID,Accession,Country,Latitude,Longitude
8351,Ost-0,Sweden,60.25,18.37
8354,Per-1,Russia,58,56.3167
8357,Pla-0,Spain,41.5,2.25
8365,Rak-2,Czech Republic,49,16
8366,Rd-0,GER,50.5,8.5
8369,Rev-1,Sweden,55.6942,13.4504
8376,Sanna-2,Sweden,62.69,18
8386,Sr:5,Sweden,58.9,11.2
8387,St-0,Sweden,59,18
8419,Wil-1,Lithuania,54.6833,25.3167
8420,Kelsterbach-4,GER,50.0667,8.5333
8422,Fjä1-1,Sweden,56.06,14.29
8424,Kas-2,India,35,77
8426,Ull1-1,Sweden,56.06,13.97
8427,Ull2-13,Sweden,56.0648,13.9707
8464,LP3413.31,US,41.6862,-86.8513
8483,LP3413.53,US,41.6862,-86.8513
8699,328PNA062,US,42.0945,-86.3253
8723,11PNA1.14,US,42.0945,-86.3253
9027,RMX413.85,US,42.036,-86.511
9057,Vinslöv,Sweden,56.1,13.9167
9058,Västervik,Sweden,57.75,16.6333
9067,Xan-3,Azerbaijan,38.6536,48.7992
9069,Xan-5,Azerbaijan,38.6536,48.7992
9070,Xan-6,Azerbaijan,38.6536,48.7992
9075,Lerik1-4,Azerbaijan,38.7406,48.6131
9078,Lerik1-7,Azerbaijan,38.7406,48.6131
9079,Lerik2-1,Azerbaijan,38.7833,48.5517
9081,Lerik2-3,Azerbaijan,38.7833,48.5517
9084,Lerik2-6,Azerbaijan,38.7833,48.5517
9085,Lerik2-7,Azerbaijan,38.7833,48.5517
9089,Nar-3,Azerbaijan,38.9522,48.925
9091,Nar-5,Azerbaijan,38.9522,48.925
9095,Istisu-5,Azerbaijan,38.9786,48.5594
9099,Istisu-9,Azerbaijan,38.9786,48.5594
9100,Lag1-2,Georgia,41.8296,46.2831
9102,Lag1-4,Georgia,41.8296,46.2831
9103,Lag1-5,Georgia,41.8296,46.2831
9104,Lag1-6,Georgia,41.8296,46.2831
9105,Lag1-7,Georgia,41.8296,46.2831
9106,Lag1-8,Georgia,41.8296,46.2831
9111,Lag2-4,Georgia,41.8296,46.2831
9113,Lag2-6,Georgia,41.8296,46.2831
9114,Lag2-7,Georgia,41.8296,46.2831
9115,Lag2-10,Georgia,41.8296,46.2831
9121,Bak-5,Georgia,41.7942,43.4767
9125,Geg-14,Armenia,40.1408,44.8203
9128,Yeg-2,Armenia,39.8692,45.3622
9130,Yeg-4,Armenia,39.8692,45.3622
9131,Yeg-5,Armenia,39.8692,45.3622
9133,Yeg-7,Armenia,39.8692,45.3622
9134,Yeg-8,Armenia,39.8692,45.3622
9298,Edi-1,UK,55.9681,-3.21833
9312,Ullapool-8,UK,57.9,-5.1525
9314,Gol-2,UK,57.9672,-3.96722
9321,Ådal 1,Sweden,62.8622,18.336
9323,Ådal 3,Sweden,62.8622,18.336
9332,Bar 1,Sweden,62.8698,18.381
9336,Bön 1,Sweden,62.8794,18.4473
9339,Böt 1,Sweden,57.7133,15.0689
9343,Dju-1,Sweden,57.3089,18.1512
9352,Död 2,Sweden,57.2608,16.3675
9353,Död 3,Sweden,57.2608,16.3675
9363,EdJ 2,Sweden,62.9147,18.4045
9369,EkS 2,Sweden,57.6781,14.9986
9370,EkS 3,Sweden,57.6781,14.9986
9371,FäL 1,Sweden,63.016,18.3175
9380,FlyA 3,Sweden,55.7488,13.3742
9381,Fri 1,Sweden,55.8106,14.2091
9382,Fri 2,Sweden,55.8106,14.2091
9383,Fri 3,Sweden,55.8106,14.2091
9386,Grön 12,Sweden,62.806,18.1896
9388,Grön 14,Sweden,62.806,18.1896
9390,Hadd-1,Sweden,57.3263,15.8979
9391,Hadd-2,Sweden,57.3263,15.8979
9392,Hadd-3,Sweden,57.3263,15.8979
9394,Hag-2,Sweden,56.5804,16.4063
9395,Hal-1,Sweden,57.5089,15.0105
9399,Hamm-1,Sweden,55.4234,13.9905
9402,Hel-3,Sweden,57.8765,14.8549
9404,HolA-1 1,Sweden,55.7491,13.399
9405,HolA-1 2,Sweden,55.7491,13.399
9407,HolA-2 2,Sweden,55.7491,13.399
9408,Kal 1,Sweden,56.047,13.9519
9409,Kia 1,Sweden,56.0573,14.302
9412,Kor 3,Sweden,57.2746,16.1494
9413,Kor 4,Sweden,57.2746,16.1494
9416,Kru-3,Sweden,57.7215,18.3837
9421,Lan 1,Sweden,55.9745,14.3997
9427,Näs 2,Sweden,62.8815,18.4055
9433,Nyl 13,Sweden,62.9513,18.2763
9436,Puk-1,Sweden,56.1633,14.6806
9437,Puk-2,Sweden,56.1633,14.6806
9442,Sim-1,Sweden,55.5678,14.3398
9450,Spro 1,Sweden,57.2545,18.2109
9451,Spro 2,Sweden,57.2545,18.2109
9452,Spro 3,Sweden,57.2545,18.2109
9453,Stenk-2,Sweden,57.8009,18.5162
9454,Stenk-3,Sweden,57.8009,18.5162
9455,Stenk-4,Sweden,57.8009,18.5162
9470,Tur-4,Sweden,57.6511,14.8043
9471,Ull-A-1,Sweden,56.0648,13.9707
9476,VårA 1,Sweden,55.5796,14.3336
9481,Yst-1,Sweden,55.4242,13.8484
9503,11C1,UK,55.8877,-3.21072
9506,IP-Alo-0,POR,40.11,-7.47
9507,IP-Coa-0,POR,38.45,-7.5
9508,IP-Mos-1,POR,40.04,-7.11
9509,IP-Reg-0,POR,39.29,-7.4
9510,IP-Rei-0,POR,38.75,-7.59
9511,IP-Vav-0,POR,38.53,-8.02
9512,IP-Vid-1,POR,38.22,-7.84
9513,IP-Adc-5,Spain,38.77,-4.07
9514,IP-Adm-0,Spain,39.15,-4.54
9515,IP-Ala-0,Spain,39.72,-6.89
9517,IP-All-0,Spain,42.19,-7.8
9518,IP-Alm-0,Spain,39.88,-0.36
9519,IP-Ang-0,Spain,41.94,2.64
9520,IP-Ara-4,Spain,41.7,-3.68
9521,IP-Bar-1,Spain,41.43,2.13
9522,IP-Bea-0,Spain,36.52,-5.27
9523,IP-Ben-0,Spain,38.37,-2.66
9524,IP-Ber-0,Spain,42.52,-0.56
9525,IP-Bis-0,Spain,42.49,0.54
9526,IP-Cab-3,Spain,41.54,2.39
9527,IP-Cad-0,Spain,40.37,-5.74
9528,IP-Cal-0,Spain,40.94,-1.37
9529,IP-Cap-1,Spain,36.97,-3.36
9530,IP-Car-1,Spain,38.25,-4.32
9531,IP-Cdc-3,Spain,41.21,-4.54
9532,IP-Cdo-0,Spain,42.23,-4.64
9533,IP-Cem-0,Spain,41.15,-4.32
9534,IP-Cmo-3,Spain,40.05,-4.65
9535,IP-Coc-1,Spain,42.31,3.19
9536,IP-Cor-0,Spain,40.83,-2
9537,IP-Cum-1,Spain,38.07,-6.66
9539,IP-Deh-1,Spain,40.29,-6.67
9540,IP-Elb-0,Spain,41.81,2.34
9541,IP-Fue-2,Spain,38.26,-5.42
9542,IP-Fun-0,Spain,40.79,-4.05
9543,IP-Gra-0,Spain,36.77,-5.39
9544,IP-Gua-1,Spain,39.4,-5.33
9545,IP-Her-12,Spain,39.4,-5.78
9546,IP-Hom-4,Spain,40.82,-1.68
9547,IP-Hor-0,Spain,41.67,2.62
9548,IP-Hoy-0,Spain,40.4,-5
9549,IP-Hum-2,Spain,42.23,-3.69
9550,IP-Iso-4,Spain,43.05,-5.37
9551,IP-Jim-1,Spain,42.28,-5.92
9552,IP-Lab-7,Spain,40.87,-4.5
9553,IP-Ldd-0,Spain,41.58,-4.71
9554,IP-Lso-0,Spain,38.86,-3.16
9555,IP-Mar-1,Spain,39.58,-3.93
9556,IP-Men-2,Spain,39.66,-4.34
9557,IP-Moa-0,Spain,42.46,0.7
9558,IP-Moc-11,Spain,41.57,-5.64
9559,IP-Mon-5,Spain,38.06,-4.38
9560,IP-Mot-0,Spain,38.19,-6.24
9561,IP-Mun-0,Spain,40.71,-5.04
9562,IP-Mur-0,Spain,41.67,2
9564,IP-Nog-17,Spain,40.45,-1.6
9565,IP-Orb-10,Spain,42.97,-1.23
9567,IP-Pal-0,Spain,42.34,1.3
9568,IP-Pan-0,Spain,42.76,-0.23
9569,IP-Pds-1,Spain,42.87,-6.45
9571,IP-Pro-0,Spain,43.28,-6.01
9573,IP-Rds-0,Spain,41.86,2.99
9574,IP-Rel-0,Spain,38.6,-2.7
9576,IP-Rev-0,Spain,40.86,-4.11
9577,IP-Ria-0,Spain,42.34,2.17
9578,IP-Sac-0,Spain,42.13,-6.7
9579,IP-San-10,Spain,38.33,-3.51
9581,IP-Sdv-3,Spain,42.84,-5.12
9582,IP-Ses-0,Spain,41.48,-1.63
9583,IP-Sne-0,Spain,37.09,-3.38
9584,IP-Stp-0,Spain,41.19,-3.58
9585,IP-Svi-0,Spain,43.4,-7.39
9586,IP-Tam-0,Spain,41.03,-3.27
9587,IP-Tdc-0,Spain,41.5,-1.88
9588,IP-Tol-7,Spain,42.11,0.6
9589,IP-Tor-1,Spain,41.6,-2.83
9590,IP-Trs-0,Spain,43.37,-5.49
9591,IP-Vad-0,Spain,42.86,-3.59
9592,IP-Vae-2,Spain,42.1,-5.44
9593,IP-Vaz-0,Spain,42.26,-2.99
9594,IP-Vdm-0,Spain,42.04,1.01
9595,IP-Vdt-0,Spain,40.89,-5.5
9596,IP-Ver-5,Spain,41.95,-7.45
9597,IP-Vig-1,Spain,42.31,-2.53
9598,IP-Vim-0,Spain,41.88,-6.51
9599,IP-Vin-0,Spain,42.8,-5.77
9600,IP-Vis-0,Spain,39.85,-6.04
9601,IP-Voz-0,Spain,41.85,-1.88
9602,IP-Vpa-1,Spain,40.5,-3.96
9606,Aitba-1,Morocco,31.48,-7.45
9607,Panik-1,Russia,53.05,52.15
9608,Karag-2,Russia,51.37,59.44
9609,Adam-1,Russia,51.41,59.98
9610,Lesno-4,Russia,53.04,51.96
9611,Lesno-1,Russia,53.04,51.9
9612,Lesno-2,Russia,53.04,51.94
9613,Balan-1,Russia,55.36,61.41
9615,Parti-1,Russia,52.99,52.16
9616,Krazo-1,Russia,53.06,51.96
9617,Karag-1,Russia,51.37,59.44
9619,Basta-1,Russia,51.84,79.48
9620,Basta-2,Russia,51.82,79.48
9621,Basta-3,Russia,51.84,79.46
9622,Bijisk-4,Russia,52.52,85.27
9624,Chaba-2,Russia,53.6,79.37
9625,Kolyv-2,Russia,51.31,82.59
9626,Kolyv-3,Russia,51.36,82.59
9627,Kolyv-5,Russia,51.32,82.55
9628,Kolyv-6,Russia,51.33,82.54
9629,K-oze-1,Russia,51.35,82.18
9630,K-oze-3,Russia,51.34,82.16
9631,Lebja-1,Russia,51.65,80.79
9632,Lebja-2,Russia,51.67,80.82
9633,Lebja-4,Russia,51.63,80.83
9634,Masl-1,Russia,54.13,81.31
9635,Nosov-1,Russia,51.87,80.6
9636,Noveg-1,Russia,51.75,80.82
9637,Noveg-2,Russia,51.77,80.85
9638,Noveg-3,Russia,51.73,80.86
9639,Panke-1,Russia,53.82,80.31
9640,Rakit-1,Russia,51.87,80.06
9641,Rakit-2,Russia,51.9,80.06
9642,Rakit-3,Russia,51.84,80.06
9643,Sever-1,Russia,52.1,79.31
9644,Zupan-1,CRO,45.07,18.72
9645,Gradi-1,CRO,45.17,18.7
9646,Aiell-1,Italy,39.126899,16.170188
9647,Basen-1,Italy,40.37,16.77
9648,Bisig-1,Italy,39.48,16.28
9649,Bivio-1,Italy,39.13,16.17
9651,Filet-1,Italy,40.68,14.87
9653,Giffo-1,Italy,38.44,16.13
9655,Marce-1,Italy,38.92,16.47
9656,Marti-1,Italy,40.64,17.31
9657,Melic-1,Italy,38.45,16.04
9658,Nicas-1,Italy,38.97,16.34
9659,Pigna-1,Italy,41.18,14.18
9660,Sarno-1,Italy,40.84,14.57
9661,Cimin-1,Italy,39.58,16.21
9663,Teano-1,Italy,41.33,14.09
9664,Mitterberg-1-179,Italy,46.36,11.28
9665,Mitterberg-1-180,Italy,46.36,11.28
9666,Mitterberg-1-182,Italy,46.36,11.28
9667,Mitterberg-1-183,Italy,46.36,11.28
9668,Mitterberg-2-184,Italy,46.37,11.28
9669,Mitterberg-2-185,Italy,46.37,11.28
9670,Mitterberg-2-186,Italy,46.37,11.28
9671,Mitterberg-3-187,Italy,46.37,11.28
9672,Mitterberg-3-188,Italy,46.37,11.28
9673,Mitterberg-3-189,Italy,46.37,11.28
9676,Mitterberg-4-192,Italy,46.37,11.29
9677,Mitterberg-4-193,Italy,46.37,11.29
9678,Mitterberg-4-194,Italy,46.37,11.29
9679,Castelfed-1-195,Italy,46.34,11.29
9680,Castelfed-1-196,Italy,46.34,11.29
9681,Castelfed-1-197,Italy,46.34,11.29
9682,Castelfed-1-198,Italy,46.34,11.29
9683,Castelfed-1-199,Italy,46.34,11.29
9684,Castelfed-2-200,Italy,46.34,11.29
9685,Castelfed-2-201,Italy,46.34,11.29
9686,Castelfed-2-202,Italy,46.34,11.29
9687,Castelfed-2-203,Italy,46.34,11.29
9689,Castelfed-3-205,Italy,46.34,11.29
9690,Castelfed-3-206,Italy,46.34,11.29
9691,Castelfed-3-207,Italy,46.34,11.29
9692,Castelfed-3-208,Italy,46.34,11.29
9693,Castelfed-3-209,Italy,46.34,11.29
9694,Castelfed-4-210,Italy,46.34,11.29
9695,Castelfed-4-211,Italy,46.34,11.29
9696,Castelfed-4-214,Italy,46.34,11.29
9697,Dolen-1,BUL,41.62,23.94
9698,Goced-1,BUL,41.57,23.85
9699,Kolar-1,BUL,41.37,23.14
9700,Dolna-1-10,BUL,42.32,23.1
9701,Ivano-1,BUL,43.7,25.91
9703,Melni-1,BUL,41.53,23.39
9704,Melni-2,BUL,41.53,23.39
9705,Choto-1,BUL,41.5,23.33
9706,Dospa-1,BUL,41.64,24.18
9707,Podvi-1,BUL,41.57,24.84
9708,Kardz-1,BUL,41.62,25.35
9709,Zerev-1-34,BUL,41.85,23.13
9710,Zerev-1-35,BUL,41.85,23.13
9711,Dolna-1-39,BUL,42.32,23.1
9712,Dolna-1-40,BUL,42.32,23.1
9713,Stara-1,BUL,42.49,25.61
9714,Grivo-1,BUL,41.84,25.75
9716,Leska-1-44,BUL,41.54,24.98
9717,Kardz-2,BUL,41.66,25.47
9718,Smolj-1,BUL,41.55,24.75
9719,Koren-1,BUL,41.83,25.69
9720,Malak-1,BUL,41.77,25.68
9721,Schip-1,BUL,42.72,25.33
9722,Groch-1,BUL,41.71,24.41
9723,Slavi-2,BUL,41.42,23.67
9725,Epidauros-1,Greece,37.6,23.08
9726,Faneronemi-3,Greece,37.07,22.04
9727,Olympia-2,Greece,37.63,21.62
9728,Stiav-1,Slovakia,48.46,18.9
9729,Stiav-2,Slovakia,48.46,18.9
9730,Bela-1,Slovakia,48.47,18.94
9731,Stiav-3,Slovakia,48.46,18.9
9732,Halca-1,Slovakia,48.47,18.96
9733,Bela-2,Slovakia,48.47,18.94
9735,Bela-4,Slovakia,48.47,18.94
9736,Teiu-2,Romania,44.69,25.17
9737,Ulies-1,Romania,45.95,22.62
9738,Bran-1,Romania,45.57,25.42
9739,Toc-1,Romania,46.01,22.33
9741,Orast-1,Romania,45.84,23.16
9743,Furni-1,Romania,45.14,25
9744,Iasi-1,Romania,47.16,27.59
9745,Sij 1/96,Uzbekistan,41.45,70.05
9747,Zabar-1,Serbia,44.38,21.22
9748,Zagub-1,Serbia,44.23,21.71
9749,Knjas-1,Serbia,43.54,22.29
9754,Sredn-1,Serbia,44.66,21.37
9755,Vajug-1,Serbia,44.56,22.56
9756,Staro-2,Serbia,44.3,21.08
9757,Staro-1,Serbia,44.3,21.08
9758,Altai-5,China,47.75,88.4
9759,Anz-0,Iran,37.47,49.47
9761,Bik-1,Lebanon,33.92,35.7
9762,Etna-2,Italy,37.69,14.98
9764,Qar-8a,Lebanon,34.1,35.84
9766,Westkar-4,Kyrgyzstan,42.26,74.16
9768,Rü4-16,GER,48.57,9.16
9769,HE-1,GER,48.55,8.99
9770,KBG2-13,GER,48.53,9.01
9771,Pfn-N2.2-6,GER,48.56,9.11
9772,Höf-1,GER,48.41,8.85
9774,Alt-1,GER,48.59,9.22
9775,Berg-1,GER,48.41,8.79
9776,Fell3-7,GER,48.43,8.79
9777,Gn-1,GER,48.57,9.17
9778,Bach-7,GER,48.41,8.84
9779,Bai-10,GER,48.5,8.78
9780,Fell2-4,GER,48.43,8.79
9781,Kus2-2,GER,48.52,9.11
9782,Lu3-30,GER,48.53,9.09
9783,Tü-PK-7,GER,48.52,9.05
9784,Erg2-6,GER,48.5,8.8
9785,Ha-HBT1-2,GER,48.54,9.02
9786,Ha-P-13,GER,48.54,9.01
9787,HI-4,GER,48.5,9
9788,KBG1-14,GER,48.53,9.01
9789,Obh-13,GER,48.39,8.96
9790,Gn2-3,GER,48.58,9.18
9791,Haes-1,GER,48.6,9.2
9792,Lu4-2,GER,48.54,9.09
9793,Rü-N2,GER,48.57,9.16
9794,Tü-B1-2,GER,48.52,9.08
9795,Wank-2,GER,48.5,9.11
9796,Bach2-1,GER,48.41,8.84
9797,Ha-HBT2-10,GER,48.54,9.02
9798,Ha-P2-1,GER,48.54,9.01
9799,Hart-2,GER,48.39,8.85
9800,Ha-S-B,GER,48.54,9.01
9801,Ha-SP-2,GER,48.54,9.01
9802,Kus3-1,GER,48.51,9.11
9803,Müh-2,GER,48.42,8.76
9804,Obe1-15,GER,48.45,8.87
9805,Pfn-10,GER,48.54,9.09
9806,Rü-2,GER,48.56,9.16
9807,Schl-7,GER,48.6,9.22
9808,Tü-B2-3,GER,48.52,9.08
9809,Tü-KB-6,GER,48.52,9.05
9810,Tü-KS-7,GER,48.53,9.07
9811,Tü-NK-12,GER,48.52,9.05
9812,Tü-W1,GER,48.52,9.03
9813,BI-4,GER,48.4,8.77
9814,Fell1-10,GER,48.42,8.79
9815,Ha-HBT3-11,GER,48.54,9.02
9816,Tü-WH,GER,48.55,9.06
9817,Ace-0,Spain,39.84,-6.6
9819,Amu-0,Spain,42.35,-3.03
9820,Are-0,Spain,41,-4.71
9821,Aru-0,Spain,41.81,2.49
9822,Aul-0,Spain,40.52,-4.02
9823,Bae-0,Spain,43.34,-5.84
9824,Bes-5,Spain,42.91,-4.91
9825,Boa-0,Spain,40.4,-3.88
9826,Bor-0,Spain,42.49,-6.71
9827,Bos-0,Spain,42.78,0.69
9828,Bra-0,Spain,42.5,-6.15
9830,IP-Bus-0,Spain,36.97,-3.28
9831,Cas-0,Spain,38.54,-3.39
9832,Cat-0,Spain,40.54,-3.69
9833,IP-Cha-0,Spain,40.38,-4.21
9834,Cho-0,Spain,40.51,-3.9
9835,Cir-0,Spain,40.61,-6.57
9836,Cod-0,Spain,41.25,-1.32
9837,Con-0,Spain,37.94,-5.6
9838,Cot-0,Spain,41.83,-5.38
9839,Coy-0,Spain,40.44,-4.27
9840,Dar-0,Spain,41.13,-1.43
9841,Ees-0,Spain,40.59,-4.15
9843,Elp-0,Spain,40.53,-3.92
9844,Esn-2,Spain,42.27,0.19
9845,Evs-0,Spain,40.48,-3.96
9846,Ezc-2,Spain,42.31,-3.02
9847,Fel-2,Spain,43.31,-5.7
9848,Glo-1,Spain,40.11,-5.77
9849,Gud-3,Spain,40.65,-4.11
9850,Hec-0,Spain,42.86,-0.7
9851,Hue-3,Spain,42.96,-6.1
9852,Ini-0,Spain,40.46,-3.75
9853,Lac-0,Spain,43.33,-5.91
9854,Laf-1,Spain,43.36,-5.88
9855,Lam-0,Spain,40.57,-3.89
9856,Lch-0,Spain,40.51,-4
9857,Leg-0,Spain,40.33,-3.8
9858,Loz-0,Spain,40.98,-3.8
9859,Lro-0,Spain,40.5,-3.88
9860,Lum-0,Spain,42.24,-2.62
9861,Mac-0,Spain,40.72,-3.21
9862,Mad-0,Spain,40.45,-3.67
9864,Mat-0,Spain,41.76,2.69
9866,Mdd-0,Spain,41.89,-2.79
9867,Mie-1,Spain,40.94,-3.22
9868,Moe-0,Spain,41.78,2.37
9869,Moj-0,Spain,36.76,-5.28
9870,Moz-0,Spain,41.91,0.17
9871,Nac-0,Spain,40.75,-3.99
9873,Ndc-0,Spain,37.94,-5.45
9874,Oja-0,Spain,42.34,-3
9875,Ovi-1,Spain,43.38,-5.87
9876,Pad-0,Spain,41.34,0.99
9877,Pdl-0,Spain,43.02,-5.6
9878,Pee-0,Spain,40.78,-3.62
9879,Per-0,Spain,37.6,-1.12
9880,Pib-1,Spain,42.72,-3.44
9881,Pie-0,Spain,40.46,-5.32
9882,Pil-0,Spain,40.46,-4.26
9883,Piq-0,Spain,42.1,-2.56
9885,Prd-0,Spain,41.14,-3.68
9886,Pru-0,Spain,42.38,1.73
9887,Pun-0,Spain,40.4,-4.77
9888,Pva-1,Spain,40.93,-3.31
9890,Rib-1,Spain,43.16,-5.07
9891,Sal-0,Spain,41.93,2.92
9892,Sam-0,Spain,42.68,-6.96
9894,Sen-0,Spain,42.59,0.76
9895,Sfb-6,Spain,41.78,2.57
9897,Smt-1,Spain,40.95,-5.63
9898,Som-0,Spain,41.14,-3.58
9899,Tau-0,Spain,42.54,0.84
9900,Tri-0,Spain,37.38,-6.01
9901,Urd-1,Spain,42.27,-2.98
9902,Usa-0,Spain,40.71,-3.24
9903,Val-0,Spain,42.31,-3.1
9904,Vas-0,Spain,40.95,-3.31
9905,Ven-0,Spain,40.76,-4.01
9906,Mah-6,Spain,40,4.25
9908,ESP-1-11,France,50.72,3.47
9909,GEN-8,France,50.59,3.3
9910,BRI-2,France,50.68,3.52
9911,ARGE-1-15,France,47.16,4.28
9912,CIRY-13,France,46.67,4.55
9914,IST-29,France,47.58,5.33
9915,MAR-4-16,France,47.45,3.94
9917,RAD-21,France,46.69,4.34
9918,SAUL-24,France,47.43,5.21
9920,DIR-9,France,48.54,4.32
9921,FOR-23,France,48.57,4.41
9924,PLY-20,France,48.59,4.24
9925,RUM-20,France,48.91,4.52
9926,TRE-1,France,48.86,4.1
9927,ARR-17,France,44.05,3.69
9928,BEZ-9,France,44.12,3.77
9929,ISS-20,France,43.92,3.71
9930,LEC-25,France,43.91,4.14
9932,NOZ-6,France,44.12,4.33
9933,VED-10,France,43.74,3.89
9935,BAU-15,France,50.6,2.93
9937,CATS-6,France,50.79,2.69
9938,WAV-8,France,50.65,2.99
9939,Aitba-2,Morocco,31.48,-7.45
9941,Fei-0,POR,40.92,-8.54
9942,Agu-1,Spain,41.32,-1.34
9943,Cdm-0,Spain,39.73,-5.74
9944,Don-0,Spain,36.83,-6.36
9945,Leo-1,Spain,41.8,-3.11
9946,Mer-6,Spain,38.92,-6.34
9947,Ped-0,Spain,40.74,-3.9
9948,Pra-6,Spain,41.05,-3.54
9949,Qui-0,Spain,42.69,-6.93
9950,Vie-0,Spain,42.63,0.76
9951,Kly-1,Russia,51.3333,82.5667
9952,Kly-4,Russia,51.32,82.55
9953,Koz-2,Russia,51.33,82.19
9955,Stepn-2,Russia,54.09,60.46
9956,Stepn-1,Russia,54.06,60.48
9957,Borsk-2,Russia,53.04,51.75
9958,Shigu-1,Russia,53.33,49.48
9959,Shigu-2,Russia,53.33,49.48
9960,Kidr-1,Russia,51.31,57.56
9962,Galdo-1,Italy,40.57,15.32
9963,Lago-1,Italy,39.18,16.26
9964,Mammo-1,Italy,38.36,16.23
9965,Mammo-2,Italy,38.38,16.22
9966,Monte-1,Italy,40.28,15.65
9968,Timpo-1,Italy,39.27,16.27
9969,Valsi-1,Italy,40.18,16.45
9970,Altenb-2,Italy,46.37,11.24
9971,Bozen-1.1,Italy,46.51,11.33
9972,Bozen-1.2,Italy,46.51,11.33
9973,Mitterberg-1-181,Italy,46.36,11.28
9974,Castelfed-4-212,Italy,46.34,11.29
9975,Castelfed-4-213,Italy,46.34,11.29
9976,Rovero-1,Italy,46.25,11.17
9978,Vezzano-2.2,Italy,46.63,10.82
9979,Voeran-1,Italy,46.36,11.23
9980,Angel-1,Italy,38.62,16.17
9981,Angit-1,Italy,38.76,16.24
9982,Apost-1,Italy,39.01,16.47
9983,Ciste-1,Italy,41.62,12.87
9984,Ciste-2,Italy,41.62,12.87
9985,Slavi-1,BUL,41.43,23.65
9986,Jablo-1,BUL,41.59,25.2
9987,Lecho-1,BUL,41.43,23.5
9988,Bak-2,Georgia,41.7942,43.4767
9990,Lag2-2,Georgia,41.8296,46.2831
9991,Vash-1,Georgia,41.2381,46.3728
9993,Nemrut-1,Turkey,38.6425,42.2394
9995,HKT2.4,GER,48.14,9.4
9996,Nie1-2,GER,48.52,8.8
9997,Rue3.1-31,GER,48.56,9.16
9998,Star-8,GER,48.43,8.82
9999,TueSB30-3,GER,48.53,9.06
10001,TueV-13,GER,48.52,9.05
10002,TueWal-2,GER,48.53,9.04
10004,Bolin-1,Romania,44.46,25.74
10005,Copac-1,Romania,46.11,21.95
10006,Kastel-1,Ukraine,44.6419,34.3814
10008,Sij-1,Uzbekistan,41.45,70.05
10009,Sij-2,Uzbekistan,41.45,70.05
10010,Sij-4,Uzbekistan,41.45,70.05
10011,Yeg-1,Armenia,39.8692,45.3622
10012,Istisu-1,Azerbaijan,38.9786,48.5594
10013,Lerik1-3,Azerbaijan,38.7406,48.6131
10014,Xan-1,Azerbaijan,38.6536,48.7992
10015,Ara-1,Afghanistan,37.29,71.3
10017,Petro-1,Serbia,44.34,21.46
10018,Dobra-1,Serbia,44.84,20.16
10020,Jl-2,Czech Republic,49.17,16.5
10022,Uk-3,GER,48.0333,7.7667
10023,Strand-1,Norway,68.8,15.45
10027,Uk-6,GER,48.02838,7.765567
14312,Kos-1,Russia,62.02,34.12
14313,Kos-2,Russia,62.02,34.12
14314,Radk-1,Russia,61.59,35.11
14315,Radk-2,Russia,61.59,35.11
14318,Shu-1,Russia,61.94,34.24
14319,Shu-2,Russia,61.94,34.24
15560,Valm,Russia,61.37,61.37
15591,OOE1-1,Austria,48.3315333,14.72665
15592,OOE3-1,Austria,48.3314667,14.7158667
15593,OOE3-2,Austria,48.3314667,14.7158667
18694,Pien,Russia,60.4,32.09
18696,Samm,Russia,61.57,30.63
19949,OOE2-1,Austria,48.3268333,14.7181667
19950,OOE2-2,Austria,48.3268333,14.7181667
19951,OOE23,Austria,48.3268333,14.7181667